full_tax	verbatimIdentification	old_taxonRank	old name	scientificName	scientificNameID	kingdom	phylum	class	order	family	genus	taxonRank
Eukaryota;TSAR;Rhizaria;Cercozoa;Phaeodarea;Phaeogromida;Challengeriidae;Challengeron;Challengeron_diodon;	Eukaryota;TSAR;Rhizaria;Cercozoa;Phaeodarea;Phaeogromida;Challengeriidae;Challengeron;Challengeron_diodon;		aphiaID	Challengeron diodon	urn:lsid:marinespecies.org:taxname:391892	Chromista	Cercozoa	Thecofilosea	Phaeogromida	Challengeridae	Challengeron	Species
Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Eimeriida;Eimeriidae;Goussia6;Goussia6_janae;	Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Eimeriida;Eimeriidae;Goussia6;Goussia6_janae;	family	Eimeriidae	Eimeriidae	urn:lsid:marinespecies.org:taxname:562832	Chromista	Myzozoa	Conoidasida	Eucoccidiorida	Eimeriidae		Family
Eukaryota;TSAR;Rhizaria;Cercozoa;Endomyxa-Ascetosporea;Paradinida;Paradinidae;Paradinium;Paradinium_poucheti;	Eukaryota;TSAR;Rhizaria;Cercozoa;Endomyxa-Ascetosporea;Paradinida;Paradinidae;Paradinium;Paradinium_poucheti;		aphiaID	Paradinium poucheti	urn:lsid:marinespecies.org:taxname:562991	Chromista	Myzozoa	Dinophyceae	Blastodiniales	Paradinophycidae	Paradinium	Species
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Eupodiscales;Odontellaceae;Odontella;Odontella_sinensis;	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Eupodiscales;Odontellaceae;Odontella;Odontella_sinensis;	genus	Odontella	Odontella	urn:lsid:marinespecies.org:taxname:148963	Chromista	Bacillariophyta	Bacillariophyceae	Triceratiales	Triceratiaceae	Odontella	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Insecta;Haematobia;Haematobia_irritans;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Insecta;Haematobia;Haematobia_irritans;		aphiaID	Haematobia irritans	urn:lsid:marinespecies.org:taxname:1491114	Animalia	Arthropoda	Hexapoda	Diptera	Muscidae	Haematobia	Species
Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strombidinopsidae;Strombidinopsis;Strombidinopsis_acuminata;	Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strombidinopsidae;Strombidinopsis;Strombidinopsis_acuminata;		aphiaID	Strombidinopsis acuminata	urn:lsid:marinespecies.org:taxname:101350	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Strombidinopsidae	Strombidinopsis	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Scyphozoa;Atolla	Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Scyphozoa;Atolla	genus	Atolla	Atolla	urn:lsid:marinespecies.org:taxname:135248	Animalia	Cnidaria	Scyphozoa	Coronatae	Atollidae	Atolla	Genus
Eukaryota;TSAR;Stramenopiles;Gyrista;Raphidophyceae;Raphidophyceae_X;Raphidophyceae_XX;Fibrocapsa;Fibrocapsa_japonica;	Eukaryota;TSAR;Stramenopiles;Gyrista;Raphidophyceae;Raphidophyceae_X;Raphidophyceae_XX;Fibrocapsa;Fibrocapsa_japonica;		aphiaID	Fibrocapsa japonica	urn:lsid:marinespecies.org:taxname:233761	Chromista	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Fibrocapsa	Species
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Ulvophyceae;Ulvales-relatives;Ulvales-relatives_X;Halochlorococcum	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Ulvophyceae;Ulvales-relatives;Ulvales-relatives_X;Halochlorococcum	genus	Halochlorococcum	Halochlorococcum	urn:lsid:marinespecies.org:taxname:1309288	Plantae	Chlorophyta	Ulvophyceae	Oltmannsiellopsidales	Oltmannsiellopsidaceae	Halochlorococcum	Genus
Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae	Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae	class	Cryptophyceae	Cryptophyceae	urn:lsid:marinespecies.org:taxname:17639	Chromista	Cryptophyta	Cryptophyceae				Class
Eukaryota;TSAR;Alveolata;Ciliophora;Colpodea;Colpodea_X;Colpodida;Pseudoplatyophrya;Pseudoplatyophrya_nana;	Eukaryota;TSAR;Alveolata;Ciliophora;Colpodea;Colpodea_X;Colpodida;Pseudoplatyophrya;Pseudoplatyophrya_nana;	family	Colpodida	Colpodida	urn:lsid:marinespecies.org:taxname:414709	Chromista	Ciliophora	Colpodea	Colpodida			Order
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Insecta;Philaenus;Philaenus_spumarius;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Insecta;Philaenus;Philaenus_spumarius;	family	Insecta	Insecta	urn:lsid:marinespecies.org:taxname:1307	Animalia	Arthropoda	Hexapoda				Subclass
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-57;Dino-Group-II-Clade-57_X;Dino-Group-II-Clade-57_X_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-57;Dino-Group-II-Clade-57_X;Dino-Group-II-Clade-57_X_sp.;	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Chytridiales;Chytridiales_X;Chytridiales_XX;Chytridiales_XX_sp.;	Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Chytridiales;Chytridiales_X;Chytridiales_XX;Chytridiales_XX_sp.;	order	Chytridiales	Chytridiales	urn:lsid:marinespecies.org:taxname:164137	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales			Order
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Dolichomastigales;Crustomastigaceae;Crustomastigaceae-AB;Crustomastigaceae-AB_sp.;	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Dolichomastigales;Crustomastigaceae;Crustomastigaceae-AB;Crustomastigaceae-AB_sp.;	order	Dolichomastigales	Dolichomastigales	urn:lsid:marinespecies.org:taxname:493836	Plantae	Chlorophyta	Mamiellophyceae	Dolichomastigales			Order
Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Friedmanniomyces	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Friedmanniomyces	genus	Friedmanniomyces	Friedmanniomyces	urn:lsid:marinespecies.org:taxname:988431	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales incertae sedis	Friedmanniomyces	Genus
Eukaryota;TSAR;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Cassidulinidae;Cassidulina;Cassidulina_laevigata;	Eukaryota;TSAR;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Cassidulinidae;Cassidulina;Cassidulina_laevigata;		aphiaID	Cassidulina laevigata	urn:lsid:marinespecies.org:taxname:113077	Chromista	Foraminifera	Globothalamea	Rotaliida	Cassidulinidae	Cassidulina	Species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Centrodinium	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Centrodinium	genus	Centrodinium	Centrodinium	urn:lsid:marinespecies.org:taxname:109526	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ostreopsidaceae	Centrodinium	Genus
Eukaryota;TSAR;Stramenopiles;Gyrista;Peronosporomycetes;Peronosporomycetes_X;Peronosporales;Pythium	Eukaryota;TSAR;Stramenopiles;Gyrista;Peronosporomycetes;Peronosporomycetes_X;Peronosporales;Pythium	genus	Pythium	Pythium	urn:lsid:marinespecies.org:taxname:172180	Chromista	Oomycota	Peronosporea	Pythiales	Pythiaceae	Pythium	Genus
Eukaryota;TSAR;Alveolata;Alveolata_X;Alveolata_XX;Alveolata_XXX;Alveolata_XXXX;Alveolata_XXXXX;Alveolata_XXXXX_sp.;	Eukaryota;TSAR;Alveolata;Alveolata_X;Alveolata_XX;Alveolata_XXX;Alveolata_XXXX;Alveolata_XXXXX;Alveolata_XXXXX_sp.;	division	Alveolata	Alveolata	urn:lsid:marinespecies.org:taxname:536209	Chromista						Infrakingdom
Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae;Strobilidiidae_X;Strobilidiidae_X_sp.;	Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae;Strobilidiidae_X;Strobilidiidae_X_sp.;	family	Strobilidiidae	Strobilidiidae	urn:lsid:marinespecies.org:taxname:22563	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Strobilidiidae		Family
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniales_X;Levanderina;Levanderina_fissa;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniales_X;Levanderina;Levanderina_fissa;		aphiaID	Levanderina fissa	urn:lsid:marinespecies.org:taxname:840689	Chromista	Myzozoa	Dinophyceae	Dinophyceae incertae sedis		Levanderina	Species
Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina;Cystobasidiomycetes	Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina;Cystobasidiomycetes	family	Cystobasidiomycetes	Cystobasidiomycetes	urn:lsid:marinespecies.org:taxname:437453	Fungi	Basidiomycota	Cystobasidiomycetes				Class
Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Labyrinthulaceae;Labyrinthulaceae_ANT10_3;Labyrinthulaceae_ANT10_3_sp.;	Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Labyrinthulaceae;Labyrinthulaceae_ANT10_3;Labyrinthulaceae_ANT10_3_sp.;	family	Labyrinthulaceae	Labyrinthulaceae	urn:lsid:marinespecies.org:taxname:22195	Chromista	Bigyra	Labyrinthulea	Labyrinthulida	Labyrinthulaceae		Family
Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes	family	Eurotiomycetes	Eurotiomycetes	urn:lsid:marinespecies.org:taxname:437258	Fungi	Ascomycota	Eurotiomycetes				Class
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Boccardiella;Boccardiella_ligerica;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Boccardiella;Boccardiella_ligerica;		aphiaID	Boccardiella ligerica	urn:lsid:marinespecies.org:taxname:131114	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Boccardiella	Species
Eukaryota;TSAR;Stramenopiles;Gyrista;Dictyochophyceae;Dictyochophyceae_X;Florenciellales;Florenciellales_X;Florenciellales_X_sp.;	Eukaryota;TSAR;Stramenopiles;Gyrista;Dictyochophyceae;Dictyochophyceae_X;Florenciellales;Florenciellales_X;Florenciellales_X_sp.;	family	Florenciellales	Florenciellales	urn:lsid:marinespecies.org:taxname:368683	Chromista	Ochrophyta	Dictyochophyceae	Florenciellales			Order
Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Botrynema;Botrynema_brucei;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Botrynema;Botrynema_brucei;		aphiaID	Botrynema brucei	urn:lsid:marinespecies.org:taxname:117615	Animalia	Cnidaria	Hydrozoa	Trachymedusae	Halicreatidae	Botrynema	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Brachiopoda;Brachiopoda_X;Brachiopoda_XX;Phoronis;Phoronis_australis;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Brachiopoda;Brachiopoda_X;Brachiopoda_XX;Phoronis;Phoronis_australis;		aphiaID	Phoronis australis	urn:lsid:marinespecies.org:taxname:128547	Animalia	Phoronida			Phoronidae	Phoronis	Species
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Granofilosea;Massiterida;Massiteriidae;Massisteria;Massisteria_sp.;	Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Granofilosea;Massiterida;Massiteriidae;Massisteria;Massisteria_sp.;	species	Massisteria	Massisteria	urn:lsid:marinespecies.org:taxname:428550	Chromista	Cercozoa	Granofilosea	Leucodictyida	Massisteriidae	Massisteria	Genus
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;Ventricleftida_X;Ventricleftida_XX;Ventricleftida_XX_sp.;	Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;Ventricleftida_X;Ventricleftida_XX;Ventricleftida_XX_sp.;	order	Ventricleftida	Ventricleftida	urn:lsid:marinespecies.org:taxname:591254	Chromista	Cercozoa	Thecofilosea	Ventricleftida			Order
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Kryptoperidiniaceae;Kryptoperidinium;Kryptoperidinium_foliaceum;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Kryptoperidiniaceae;Kryptoperidinium;Kryptoperidinium_foliaceum;		aphiaID	Kryptoperidinium foliaceum	urn:lsid:marinespecies.org:taxname:110154	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Kryptoperidinium	Species
Eukaryota;Excavata;Discoba;Euglenozoa;Euglenida;Euglenophyceae;Euglenaceae	Eukaryota;Excavata;Discoba;Euglenozoa;Euglenida;Euglenophyceae;Euglenaceae	family	Euglenaceae	Euglenaceae	urn:lsid:marinespecies.org:taxname:21001	Protozoa	Euglenozoa	Euglenophyceae	Euglenales	Euglenaceae		Family
Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Prymnesiales_X;Chrysocampanula;Chrysocampanula_spinifera;	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Prymnesiales_X;Chrysocampanula;Chrysocampanula_spinifera;	order	Prymnesiales	Prymnesiales	urn:lsid:marinespecies.org:taxname:115061	Chromista	Haptophyta	Coccolithophyceae	Prymnesiales			Order
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa;Protaspa_obliqua;	Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa;Protaspa_obliqua;		aphiaID	Protaspa obliqua	urn:lsid:marinespecies.org:taxname:881416	Chromista	Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	Species
Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Knufia;Knufia_cryptophialidica;	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Knufia;Knufia_cryptophialidica;	genus	Knufia	Knufia	urn:lsid:marinespecies.org:taxname:1415564	Fungi	Ascomycota	Pezizomycotina incertae sedis			Knufia	Genus
Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Geminigera;Geminigera_cryophila;	Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Geminigera;Geminigera_cryophila;		aphiaID	Geminigera cryophila	urn:lsid:marinespecies.org:taxname:341616	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera	Species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Symbiodiniaceae;Symbiodinium;Symbiodinium_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Symbiodiniaceae;Symbiodinium;Symbiodinium_sp.;	species	Symbiodinium	Symbiodinium	urn:lsid:marinespecies.org:taxname:109572	Chromista	Myzozoa	Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Bivalvia;Pterioida-Pinnidae;Atrina;Atrina_pectinata;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Bivalvia;Pterioida-Pinnidae;Atrina;Atrina_pectinata;		aphiaID	Atrina pectinata	urn:lsid:marinespecies.org:taxname:140779	Animalia	Mollusca	Bivalvia	Ostreida	Pinnidae	Atrina	Species
Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Oligotrichida;Strombidiidae	Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Oligotrichida;Strombidiidae	family	Strombidiidae	Strombidiidae	urn:lsid:marinespecies.org:taxname:1703	Chromista	Ciliophora	Oligotrichea	Oligotrichida	Strombidiidae		Family
Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia_sp.;	Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia_sp.;	family	Bacillariaceae	Bacillariaceae	urn:lsid:marinespecies.org:taxname:149002	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae		Family
Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Exobasidiomycetes_X;Exobasidiomycetes_X_sp.;	Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Exobasidiomycetes_X;Exobasidiomycetes_X_sp.;	order	Ustilaginomycotina	Ustilaginomycotina	urn:lsid:marinespecies.org:taxname:437295	Fungi	Basidiomycota					Subphylum (Subdivision)
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Clausidium;Clausidium_vancouverense;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Clausidium;Clausidium_vancouverense;	genus	Clausidium	Clausidium	urn:lsid:marinespecies.org:taxname:346981	Animalia	Arthropoda	Copepoda	Cyclopoida	Clausidiidae	Clausidium	Genus
Eukaryota;TSAR;Rhizaria;Radiolaria;Acantharea;Acantharea_F	Eukaryota;TSAR;Rhizaria;Radiolaria;Acantharea;Acantharea_F	division	Rhizaria	Rhizaria	urn:lsid:marinespecies.org:taxname:582420	Chromista						Infrakingdom
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium_impudicum;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium_impudicum;		aphiaID	Gymnodinium impudicum	urn:lsid:marinespecies.org:taxname:232785	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Species
Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalozoa_X;MAST-12;MAST-12B;MAST-12B_sp.;	Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalozoa_X;MAST-12;MAST-12B;MAST-12B_sp.;	class	Opalozoa	Opalozoa	urn:lsid:marinespecies.org:taxname:582466	Chromista	Bigyra					Subphylum
Eukaryota;Obazoa;Opisthokonta;Metazoa;Urochordata;Urochordata_X;Ascidiacea;Botryllus;Botryllus_schlosseri;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Urochordata;Urochordata_X;Ascidiacea;Botryllus;Botryllus_schlosseri;	species	Botryllus schlosseri	Botryllus schlosseri	urn:lsid:marinespecies.org:taxname:103862	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Botryllus	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Goniada;Goniada_brunnea;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Goniada;Goniada_brunnea;		aphiaID	Goniada brunnea	urn:lsid:marinespecies.org:taxname:240564	Animalia	Annelida	Polychaeta	Phyllodocida	Goniadidae	Goniada	Species
Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Oblongichytridiaceae;Oblongichytrium;Oblongichytrium_sp.;	Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Oblongichytridiaceae;Oblongichytrium;Oblongichytrium_sp.;	species	Oblongichytrium	Oblongichytrium	urn:lsid:marinespecies.org:taxname:590572	Chromista	Bigyra	Labyrinthulea	Thraustochytrida	Thraustochytriaceae	Oblongichytrium	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Urochordata;Urochordata_X;Ascidiacea;Salpa	Eukaryota;Obazoa;Opisthokonta;Metazoa;Urochordata;Urochordata_X;Ascidiacea;Salpa	family	Ascidiacea	Ascidiacea	urn:lsid:marinespecies.org:taxname:1839	Animalia	Chordata	Ascidiacea				Class
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Pyramimonadophyceae;Pyramimonadales;Pyramimonadales_X;Cymbomonas;Cymbomonas_tetramitiformis;	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Pyramimonadophyceae;Pyramimonadales;Pyramimonadales_X;Cymbomonas;Cymbomonas_tetramitiformis;		aphiaID	Cymbomonas tetramitiformis	urn:lsid:marinespecies.org:taxname:134545	Plantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Cymbomonas	Species
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros_pumilum;	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros_pumilum;	genus	Chaetoceros	Chaetoceros	urn:lsid:marinespecies.org:taxname:148985	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Galeomma;Galeomma_takii;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Galeomma;Galeomma_takii;	family	Heteroconchia	Heteroconchia	urn:lsid:marinespecies.org:taxname:1424949	Animalia	Mollusca	Bivalvia				Infraclass
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Travisia;Travisia_pupa;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Travisia;Travisia_pupa;		aphiaID	Travisia pupa	urn:lsid:marinespecies.org:taxname:254764	Animalia	Annelida	Polychaeta		Travisiidae	Travisia	Species
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae	class	Chlorophyceae	Chlorophyceae	urn:lsid:marinespecies.org:taxname:802	Plantae	Chlorophyta	Chlorophyceae				Class
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa;Protaspa_longipes;	Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa;Protaspa_longipes;		aphiaID	Protaspa longipes	urn:lsid:marinespecies.org:taxname:881412	Chromista	Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	Species
Eukaryota;TSAR;Alveolata;Chrompodellids;Colpodellidea;Colpodellida;Colpodellaceae;Voromonas;Voromonas_pontica;	Eukaryota;TSAR;Alveolata;Chrompodellids;Colpodellidea;Colpodellida;Colpodellaceae;Voromonas;Voromonas_pontica;	order	Colpodellida	Colpodellida	urn:lsid:marinespecies.org:taxname:591166	Chromista	Myzozoa	Apicomonadea	Colpodellida			Order
Eukaryota;Amoebozoa;Tubulinea;Tubulinea_X;Elardia;Leptomyxida;Flabellulidae;Flabellula	Eukaryota;Amoebozoa;Tubulinea;Tubulinea_X;Elardia;Leptomyxida;Flabellulidae;Flabellula	genus	Flabellula	Flabellula	urn:lsid:marinespecies.org:taxname:120544	Protozoa	Amoebozoa	Tubulinea	Leptomyxida	Flabellulidae	Flabellula	Genus
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Chaetocerotales;Chaetocerotaceae;Bacteriastrum;Bacteriastrum_mediterraneum;	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Chaetocerotales;Chaetocerotaceae;Bacteriastrum;Bacteriastrum_mediterraneum;	genus	Bacteriastrum	Bacteriastrum	urn:lsid:marinespecies.org:taxname:149118	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Bacteriastrum	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Craniata;Craniata_X;Teleostei	Eukaryota;Obazoa;Opisthokonta;Metazoa;Craniata;Craniata_X;Teleostei	family	Teleostei	Teleostei	urn:lsid:marinespecies.org:taxname:293496	Animalia	Chordata	Teleostei				Class
Eukaryota;TSAR;Stramenopiles;Gyrista;Phaeophyceae;Phaeophyceae_X;Phaeophyceae_XX;Sargassum;Sargassum_wightii;	Eukaryota;TSAR;Stramenopiles;Gyrista;Phaeophyceae;Phaeophyceae_X;Phaeophyceae_XX;Sargassum;Sargassum_wightii;	genus	Sargassum	Sargassum	urn:lsid:marinespecies.org:taxname:144132	Chromista	Ochrophyta	Phaeophyceae	Fucales	Sargassaceae	Sargassum	Genus
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros_muellerii;	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros_muellerii;	genus	Chaetoceros	Chaetoceros	urn:lsid:marinespecies.org:taxname:148985	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros	Genus
Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Mucoromycotina;Mucoromycotina_X;Rhizopus;Rhizopus_oryzae;	Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Mucoromycotina;Mucoromycotina_X;Rhizopus;Rhizopus_oryzae;	genus	Rhizopus	Rhizopus	urn:lsid:marinespecies.org:taxname:100258	Fungi	Zygomycota	Mucoromycotina incertae sedis	Mucorales	Rhizopodaceae	Rhizopus	Genus
