full_tax	verbatimIdentification	old_taxonRank	old name	scientificName	scientificNameID	kingdom	phylum	class	order	family	genus	taxonRank
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-V;Dino-Group-V_X;Dino-Group-V_XX;Dino-Group-V_XX_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-V;Dino-Group-V_X;Dino-Group-V_XX;Dino-Group-V_XX_sp.;	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-III;Dino-Group-III_X;Dino-Group-III_XX;Dino-Group-III_XX_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-III;Dino-Group-III_X;Dino-Group-III_XX;Dino-Group-III_XX_sp.;	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
Eukaryota;TSAR;Stramenopiles;Gyrista;Gyrista_X;Gyrista_XX;MAST-1;MAST-1D;MAST-1D_sp.;	Eukaryota;TSAR;Stramenopiles;Gyrista;Gyrista_X;Gyrista_XX;MAST-1;MAST-1D;MAST-1D_sp.;	supergroup	TSAR	Biota	urn:lsid:marinespecies.org:taxname:1							
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Pseudocalanus;Pseudocalanus_elongatus;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Pseudocalanus;Pseudocalanus_elongatus;		aphiaID	Pseudocalanus elongatus	urn:lsid:marinespecies.org:taxname:104515	Animalia	Arthropoda	Copepoda	Calanoida	Clausocalanidae	Pseudocalanus	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Conchoecia_annelida;Conchoecia_annelida_sp.;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Conchoecia_annelida;Conchoecia_annelida_sp.;	class	Annelida	Annelida	urn:lsid:marinespecies.org:taxname:882	Animalia	Annelida					Phylum
Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Sagenista_X;MAST-4;MAST-4C;MAST-4C_sp.;	Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Sagenista_X;MAST-4;MAST-4C;MAST-4C_sp.;	class	Sagenista	Sagenista	urn:lsid:marinespecies.org:taxname:449152	Chromista	Bigyra					Subphylum
Eukaryota;TSAR;Stramenopiles;Gyrista;MOCH-5;MOCH-5_X;MOCH-5_XX;MOCH-5_XXX;MOCH-5_XXX_sp.;	Eukaryota;TSAR;Stramenopiles;Gyrista;MOCH-5;MOCH-5_X;MOCH-5_XX;MOCH-5_XXX;MOCH-5_XXX_sp.;	supergroup	TSAR	Biota	urn:lsid:marinespecies.org:taxname:1							
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae	family	Thoracosphaeraceae	Thoracosphaeraceae	urn:lsid:marinespecies.org:taxname:109438	Chromista	Myzozoa	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae		Family
Eukaryota;Obazoa;Opisthokonta;Metazoa;Brachiopoda;Brachiopoda_X;Brachiopoda_XX;Lingula;Lingula_anatina;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Brachiopoda;Brachiopoda_X;Brachiopoda_XX;Lingula;Lingula_anatina;		aphiaID	Lingula anatina	urn:lsid:marinespecies.org:taxname:235362	Animalia	Brachiopoda	Lingulata	Lingulida	Lingulidae	Lingula	Species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Warnowiaceae	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Warnowiaceae	family	Warnowiaceae	Warnowiaceae	urn:lsid:marinespecies.org:taxname:109415	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Warnowiaceae		Family
Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Sphaerozoidae	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Sphaerozoidae	family	Sphaerozoidae	Sphaerozoidae	urn:lsid:marinespecies.org:taxname:493601	Chromista	Radiozoa	Polycystina	Nassellaria	Collozoidae		Subfamily
Eukaryota;TSAR;Stramenopiles;Gyrista;Coscinodiscophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Coscinodiscus_wailesii;	Eukaryota;TSAR;Stramenopiles;Gyrista;Coscinodiscophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Coscinodiscus_wailesii;	genus	Coscinodiscus	Coscinodiscus	urn:lsid:marinespecies.org:taxname:148917	Chromista	Bacillariophyta	Bacillariophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	Genus
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Lepidodinium;Lepidodinium_viride;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Lepidodinium;Lepidodinium_viride;		aphiaID	Lepidodinium viride	urn:lsid:marinespecies.org:taxname:232731	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Lepidodinium	Species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-7;Dino-Group-I-Clade-7_X;Dino-Group-I-Clade-7_X_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-7;Dino-Group-I-Clade-7_X;Dino-Group-I-Clade-7_X_sp.;	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Nanomonadea;MAST-3;MAST-3B;MAST-3B_sp.;	Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Nanomonadea;MAST-3;MAST-3B;MAST-3B_sp.;	order	Nanomonadea	Nanomonadea	urn:lsid:marinespecies.org:taxname:1736249	Chromista	Bigyra	Nanomonadea				Class
Eukaryota;TSAR;Rhizaria;Radiolaria;RAD-B;RAD-B_X;RAD-B_X_Group-IV_X;RAD-B_X_Group-IV_XX;RAD-B_X_Group-IV_XX_sp.;	Eukaryota;TSAR;Rhizaria;Radiolaria;RAD-B;RAD-B_X;RAD-B_X_Group-IV_X;RAD-B_X_Group-IV_XX;RAD-B_X_Group-IV_XX_sp.;	division	Rhizaria	Rhizaria	urn:lsid:marinespecies.org:taxname:582420	Chromista						Infrakingdom
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Trebouxiophyceae;Chlorellales;Chlorellales_X;Picochlorum	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Trebouxiophyceae;Chlorellales;Chlorellales_X;Picochlorum	order	Chlorellales	Chlorellales	urn:lsid:marinespecies.org:taxname:160574	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales			Order
Eukaryota;TSAR;Rhizaria;Radiolaria;RAD-A;RAD-A_X;RAD-A_Xb;RAD-A_Xb_X;RAD-A_Xb_X_sp.;	Eukaryota;TSAR;Rhizaria;Radiolaria;RAD-A;RAD-A_X;RAD-A_Xb;RAD-A_Xb_X;RAD-A_Xb_X_sp.;	division	Rhizaria	Rhizaria	urn:lsid:marinespecies.org:taxname:582420	Chromista						Infrakingdom
Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Sagenista_X;MAST-4;MAST-4B;MAST-4B_sp.;	Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Sagenista_X;MAST-4;MAST-4B;MAST-4B_sp.;	class	Sagenista	Sagenista	urn:lsid:marinespecies.org:taxname:449152	Chromista	Bigyra					Subphylum
Eukaryota;TSAR;Stramenopiles	Eukaryota;TSAR;Stramenopiles	supergroup	TSAR	Biota	urn:lsid:marinespecies.org:taxname:1							
Eukaryota	Eukaryota			Biota	urn:lsid:marinespecies.org:taxname:1							
Eukaryota;TSAR;Rhizaria;Radiolaria;Acantharea;Acantharea_F;Acantharea_F2;Amphibelone;Amphibelone_heteracanthum;	Eukaryota;TSAR;Rhizaria;Radiolaria;Acantharea;Acantharea_F;Acantharea_F2;Amphibelone;Amphibelone_heteracanthum;	genus	Amphibelone	Amphibelone	urn:lsid:marinespecies.org:taxname:1701367	Chromista	Radiozoa	Acantharia	Symphyacanthida	Amphilithidae	Amphibelone	Genus
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-6;Dino-Group-II-Clade-6_X;Dino-Group-II-Clade-6_X_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-6;Dino-Group-II-Clade-6_X;Dino-Group-II-Clade-6_X_sp.;	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Pantachogon;Pantachogon_haeckeli;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Pantachogon;Pantachogon_haeckeli;		aphiaID	Pantachogon haeckeli	urn:lsid:marinespecies.org:taxname:117860	Animalia	Cnidaria	Hydrozoa	Trachymedusae	Rhopalonematidae	Pantachogon	Species
Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Sagenista_X;MAST-7;MAST-7B;MAST-7B_sp.;	Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Sagenista_X;MAST-7;MAST-7B;MAST-7B_sp.;	class	Sagenista	Sagenista	urn:lsid:marinespecies.org:taxname:449152	Chromista	Bigyra					Subphylum
Eukaryota;Cryptista;Kathablepharidacea;Kathablepharida;Kathablepharidea;Kathablepharidida;Kathablepharidida_X;Kathablepharidida_XX;Kathablepharidida_XX_sp.;	Eukaryota;Cryptista;Kathablepharidacea;Kathablepharida;Kathablepharidea;Kathablepharidida;Kathablepharidida_X;Kathablepharidida_XX;Kathablepharidida_XX_sp.;	supergroup	Cryptista	Cryptophyta	urn:lsid:marinespecies.org:taxname:17638	Chromista	Cryptophyta					Phylum
Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Gastropoda	Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Gastropoda	order	Gastropoda	Gastropoda	urn:lsid:marinespecies.org:taxname:101	Animalia	Mollusca	Gastropoda				Class
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium_sp.;	species	Gymnodinium	Gymnodinium	urn:lsid:marinespecies.org:taxname:109475	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Genus
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Scrippsiella	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Scrippsiella	genus	Scrippsiella	Scrippsiella	urn:lsid:marinespecies.org:taxname:109545	Chromista	Myzozoa	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Scrippsiella	Genus
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-2;Dino-Group-I-Clade-2_X;Dino-Group-I-Clade-2_X_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-2;Dino-Group-I-Clade-2_X;Dino-Group-I-Clade-2_X_sp.;	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Copilia;Copilia_mirabilis;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Copilia;Copilia_mirabilis;		aphiaID	Copilia mirabilis	urn:lsid:marinespecies.org:taxname:129038	Animalia	Arthropoda	Copepoda	Cyclopoida	Sapphirinidae	Copilia	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Ostracoda;Conchoecia;Conchoecia_sp.;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Ostracoda;Conchoecia;Conchoecia_sp.;	species	Conchoecia	Conchoecia	urn:lsid:marinespecies.org:taxname:127533	Animalia	Arthropoda	Ostracoda	Halocyprida	Halocyprididae	Conchoecia	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Primno;Primno_macropa;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Primno;Primno_macropa;		aphiaID	Primno macropa	urn:lsid:marinespecies.org:taxname:180759	Animalia	Arthropoda	Malacostraca	Amphipoda	Phrosinidae	Primno	Species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-22;Dino-Group-II-Clade-22_X;Dino-Group-II-Clade-22_X_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-22;Dino-Group-II-Clade-22_X;Dino-Group-II-Clade-22_X_sp.;	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Oligotrichida	Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Oligotrichida	order	Oligotrichida	Oligotrichida	urn:lsid:marinespecies.org:taxname:595083	Chromista	Ciliophora	Oligotrichea	Oligotrichida			Order
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas_commoda_A1;	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas_commoda_A1;	genus	Micromonas	Micromonas	urn:lsid:marinespecies.org:taxname:134533	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Genus
Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Bacillariales;Bacillariaceae;Cylindrotheca;Cylindrotheca_closterium;	Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Bacillariales;Bacillariaceae;Cylindrotheca;Cylindrotheca_closterium;		aphiaID	Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Mecynocera;Mecynocera_clausi;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Mecynocera;Mecynocera_clausi;		aphiaID	Mecynocera clausi	urn:lsid:marinespecies.org:taxname:104616	Animalia	Arthropoda	Copepoda	Calanoida	Paracalanidae	Mecynocera	Species
Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiophyceae_Clade_D;Prymnesiophyceae_Clade_D_X;Prymnesiophyceae_Clade_D_XX;Prymnesiophyceae_Clade_D_XX_sp.;	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiophyceae_Clade_D;Prymnesiophyceae_Clade_D_X;Prymnesiophyceae_Clade_D_XX;Prymnesiophyceae_Clade_D_XX_sp.;	division	Haptophyta	Haptophyta	urn:lsid:marinespecies.org:taxname:369190	Chromista	Haptophyta					Phylum
Eukaryota;TSAR;Alveolata	Eukaryota;TSAR;Alveolata	division	Alveolata	Alveolata	urn:lsid:marinespecies.org:taxname:536209	Chromista						Infrakingdom
Eukaryota;Obazoa;Opisthokonta;Metazoa;Ctenophora;Ctenophora_X;Ctenophora_XX;Ctenophora_XXX;Ctenophora_XXX_sp.;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Ctenophora;Ctenophora_X;Ctenophora_XX;Ctenophora_XXX;Ctenophora_XXX_sp.;	supergroup	Obazoa	Biota	urn:lsid:marinespecies.org:taxname:1	Animalia						Kingdom
Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Aspergillus	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Aspergillus	genus	Aspergillus	Aspergillus	urn:lsid:marinespecies.org:taxname:100211	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	Genus
Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Hemiselmidaceae;Hemiselmis;Hemiselmis_rufescens;	Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Hemiselmidaceae;Hemiselmis;Hemiselmis_rufescens;		aphiaID	Hemiselmis rufescens	urn:lsid:marinespecies.org:taxname:573878	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Chroomonadaceae	Hemiselmis	Species
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira	genus	Thalassiosira	Thalassiosira	urn:lsid:marinespecies.org:taxname:148912	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Genus
Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Bacillariophyceae_X;Bacillariophyceae_XX;Bacillariophyceae_XXX;Bacillariophyceae_XXX_sp.;	Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Bacillariophyceae_X;Bacillariophyceae_XX;Bacillariophyceae_XXX;Bacillariophyceae_XXX_sp.;	class	Bacillariophyceae	Bacillariophyceae	urn:lsid:marinespecies.org:taxname:148899	Chromista	Bacillariophyta	Bacillariophyceae				Class
Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Gastropoda;Caenogastropoda	Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Gastropoda;Caenogastropoda	family	Caenogastropoda	Caenogastropoda	urn:lsid:marinespecies.org:taxname:224570	Animalia	Mollusca	Gastropoda				Subclass
Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Clytia;Clytia_sp.;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Clytia;Clytia_sp.;	species	Clytia	Clytia	urn:lsid:marinespecies.org:taxname:117030	Animalia	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Clytia	Genus
Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Malassezia;Malassezia_globosa;	Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Malassezia;Malassezia_globosa;	order	Ustilaginomycotina	Ustilaginomycotina	urn:lsid:marinespecies.org:taxname:437295	Fungi	Basidiomycota					Subphylum (Subdivision)
Eukaryota;Obazoa;Opisthokonta;Metazoa;Urochordata;Urochordata_X;Appendicularia;Appendicularia_X;Appendicularia_X_sp.;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Urochordata;Urochordata_X;Appendicularia;Appendicularia_X;Appendicularia_X_sp.;	supergroup	Obazoa	Biota	urn:lsid:marinespecies.org:taxname:1	Animalia						Kingdom
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Echinodermata_X;Echinodermata_XX;Gorgonocephalus;Gorgonocephalus_eucnemis;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Echinodermata_X;Echinodermata_XX;Gorgonocephalus;Gorgonocephalus_eucnemis;		aphiaID	Gorgonocephalus eucnemis	urn:lsid:marinespecies.org:taxname:124969	Animalia	Echinodermata	Ophiuroidea	Euryalida	Gorgonocephalidae	Gorgonocephalus	Species
Eukaryota;TSAR;Rhizaria;Radiolaria;RAD-A;RAD-A_X;RAD-A_Xc;RAD-A_Xc_X;RAD-A_Xc_X_sp.;	Eukaryota;TSAR;Rhizaria;Radiolaria;RAD-A;RAD-A_X;RAD-A_Xc;RAD-A_Xc_X;RAD-A_Xc_X_sp.;	division	Rhizaria	Rhizaria	urn:lsid:marinespecies.org:taxname:582420	Chromista						Infrakingdom
Eukaryota;Obazoa;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria	Eukaryota;Obazoa;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria	class	Platyhelminthes	Platyhelminthes	urn:lsid:marinespecies.org:taxname:793	Animalia	Platyhelminthes					Phylum
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Euduboscquella;Euduboscquella_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Euduboscquella;Euduboscquella_sp.;	species	Euduboscquella	Euduboscquella	urn:lsid:marinespecies.org:taxname:1369369	Chromista	Myzozoa	Dinophyceae	Coccidiniales	Euduboscquellaceae	Euduboscquella	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Paracalanus;Paracalanus_sp.;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Paracalanus;Paracalanus_sp.;	species	Paracalanus	Paracalanus	urn:lsid:marinespecies.org:taxname:104196	Animalia	Arthropoda	Copepoda	Calanoida	Paracalanidae	Paracalanus	Genus
Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Sagenista_X;MAST-11;MAST-11_X;MAST-11_X_sp.;	Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Sagenista_X;MAST-11;MAST-11_X;MAST-11_X_sp.;	class	Sagenista	Sagenista	urn:lsid:marinespecies.org:taxname:449152	Chromista	Bigyra					Subphylum
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-10-and-11;Dino-Group-II-Clade-10-and-11_X;Dino-Group-II-Clade-10-and-11_X_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-10-and-11;Dino-Group-II-Clade-10-and-11_X;Dino-Group-II-Clade-10-and-11_X_sp.;	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Sphaerozoidae;Collozoum	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Sphaerozoidae;Collozoum	genus	Collozoum	Collozoum	urn:lsid:marinespecies.org:taxname:178828	Chromista	Radiozoa	Polycystina	Nassellaria	Collozoidae	Collozoum	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Echinodermata_X;Echinodermata_XX	Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Echinodermata_X;Echinodermata_XX	class	Echinodermata	Echinodermata	urn:lsid:marinespecies.org:taxname:1806	Animalia	Echinodermata					Phylum
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
Eukaryota;TSAR;Rhizaria;Radiolaria;RAD-A;RAD-A_X;RAD-A_Xa;RAD-A_Xa_X;RAD-A_Xa_X_sp.;	Eukaryota;TSAR;Rhizaria;Radiolaria;RAD-A;RAD-A_X;RAD-A_Xa;RAD-A_Xa_X;RAD-A_Xa_X_sp.;	division	Rhizaria	Rhizaria	urn:lsid:marinespecies.org:taxname:582420	Chromista						Infrakingdom
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Ceratiaceae;Tripos;Tripos_fusus;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Ceratiaceae;Tripos;Tripos_fusus;		aphiaID	Tripos fusus	urn:lsid:marinespecies.org:taxname:840626	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	Species
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Trebouxiophyceae	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Trebouxiophyceae	class	Trebouxiophyceae	Trebouxiophyceae	urn:lsid:marinespecies.org:taxname:160573	Plantae	Chlorophyta	Trebouxiophyceae				Class
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-20;Dino-Group-II-Clade-20_X;Dino-Group-II-Clade-20_X_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-20;Dino-Group-II-Clade-20_X;Dino-Group-II-Clade-20_X_sp.;	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX	Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX	class	Annelida	Annelida	urn:lsid:marinespecies.org:taxname:882	Animalia	Annelida					Phylum
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX;Dino-Group-II_XX_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX;Dino-Group-II_XX_sp.;	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Syndiniales_X;Syndiniales_XX;Syndiniales_XXX;Syndiniales_XXX_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Syndiniales_X;Syndiniales_XX;Syndiniales_XXX;Syndiniales_XXX_sp.;	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
